airline_sentiment;is_reply;reply_count;retweet_count;text;tweet_coord;tweet_created;tweet_location;user_timezone
positive;FALSO;0;0;Está más claro que el agua. Vas a volver en Ryanair. https://t.co/MmEAmnmJXq;;Thu Dec 14 21:34:16 +0000 2017;;
positive;FALSO;0;0;Enhorabuena @Iberia x tener un #Presidente q promueve la humildad,confianza, ilusión y humor. Lecciones de vida y#L… https://t.co/OpHNw70pow;;Mon Nov 13 20:34:11 +0000 2017;;
positive;VERDADERO;0;0;@Iberia #HolaArgentina !!! Ojalá tenga suerte ??;;Sat Nov 04 22:35:14 +0000 2017;;Buenos Aires
positive;FALSO;0;0;Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/YdYHt8xQo9;;Fri Oct 27 15:39:20 +0000 2017;;
negative;FALSO;0;0;"Saliendo de Madrid... 

#Iberia #SierraNorte #LaCabrera #TakeOff https://t.co/lsC0TdrJMn";;Sun Dec 03 19:54:01 +0000 2017;;Belgrade
negative;FALSO;0;0;Por qué prenden la calefacción después de que me puse la chamarra? ?? @Ryanair;;Thu Nov 16 06:25:49 +0000 2017;;Mountain Time (US & Canada)
neutral;FALSO;0;0;Un rey, tormentas y un aterrizaje de emergencia: así fue el primer vuelo de Iberia hace 90 años https://t.co/rXCGCPcemP;;Thu Dec 14 16:03:13 +0000 2017;;
positive;FALSO;0;0;En el 2016 Nicaragua recibió más de 100 mil turistas europeos, de los cuales, el 7% son españoles, por lo tanto la… https://t.co/CTUJ2vxQQh;;Wed Nov 29 14:39:42 +0000 2017;;Mountain Time (US & Canada)
negative;FALSO;0;0;Volar un 2/01/18 con @vueling o @Iberia #MisionImposible en Bilbao 7 vuelos en las prox 2h, 3 mostradores y la cola… https://t.co/cBQfJbPiaE;;Tue Jan 02 16:47:40 +0000 2018;;
neutral;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/HLA7KyRNQ9;;Tue Nov 21 20:50:20 +0000 2017;;Eastern Time (US & Canada)
positive;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/TP2dAy6YKP;;Wed Nov 29 18:36:05 +0000 2017;;
negative;VERDADERO;0;0;@Iberia llevo 19 minutos al teléfono para hacer un cambio de billete y nada;;Wed Dec 13 17:00:45 +0000 2017;;
negative;FALSO;0;0;"Espartaco en Ryanair
Rebelión de los esclavos low cost
https://t.co/JSOd2PyARC https://t.co/F5mjc0cvRk";;Sat Dec 16 09:14:01 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@elespanolcom En Ryanair y la loteria les ha tocado a todos...;;Tue Nov 07 22:27:36 +0000 2017;;
neutral;FALSO;0;0;Y quién sabe si hasta dentro de otros 100 años no hay otra igual https://t.co/KSIgglkubo;;Fri Nov 24 11:01:48 +0000 2017;;
neutral;VERDADERO;0;0;@pili_molina @Iberia Suerte, espero que no te afecte!;;Tue Dec 19 10:04:59 +0000 2017;;Pacific Time (US & Canada)
negative;VERDADERO;0;0;@Iberia pierde nuestra valija. personal de @Iberia Ezeiza ve hay diferencia de peso y con denuncia policial. https://t.co/cZMUTKL4ON;;Wed Dec 27 02:38:16 +0000 2017;;
negative;FALSO;0;0;Un pasajero, harto de esperar, sale por la puerta de emergencia de un avión https://t.co/5rTfiFuRZo;;Wed Jan 03 20:26:55 +0000 2018;;Madrid
negative;FALSO;0;0;Hola @Iberia Este año las ofertas Cinturón que sacáis siempre en Enero cuándo salen? O es la promoción “viaja más”? Gracias! @IberiaPromos;;Mon Jan 08 16:20:00 +0000 2018;;
neutral;VERDADERO;0;0;@NicolasMaduro Zapatero otro igual que felipe gonzalez ...negocio con carlos andres Pérez la venta de viasa a iberi… https://t.co/5tTJu6qvFt;;Sat Dec 02 08:22:37 +0000 2017;;
neutral;VERDADERO;0;0;@JenHerranz @Iberia @iberiaexpress Los vuelos transcontinentales de Iberia tienen fama de ser the worst, pero como… https://t.co/LPErcPXwgq;;Wed Jan 03 13:27:46 +0000 2018;;Madrid
neutral;FALSO;0;0;#HolaEuropa @Iberia Gracias Iberia! https://t.co/B4QuVDXUmg;;Thu Dec 14 16:21:38 +0000 2017;;
neutral;VERDADERO;0;0;@Iberia se puede viajar con ticket solo de ida teniendo el libro de familia y acompañada de mi esposo y mi hijo que son ciudadanos españoles;;Fri Dec 15 05:11:47 +0000 2017;;
positive;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/ghXoaJ0ibk;;Fri Nov 24 15:13:53 +0000 2017;;
positive;FALSO;0;0;ME HAN PUESTO EN LA ZONA BUSSINESS DE IBERIA JAJAJAJAJAJA;;Wed Dec 13 17:50:56 +0000 2017;;Belgrade
neutral;VERDADERO;0;0;@Musice @Iberia @vueling OJO, que acabo de entrar en la app de Iberia x casualidad y ahora lo tengo desbloqueado cu… https://t.co/rvrDey2Ypa;;Wed Nov 22 18:00:37 +0000 2017;;Madrid
positive;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/cTdcB3sLSE;;Mon Nov 27 23:37:57 +0000 2017;;London
positive;FALSO;0;0;"Muy fan del azafato de muy vuelo con Ryanair ""pongan sus móviles en modo avión, y si no tienen ya va siendo hora de comprar un smartphone""";;Fri Oct 27 17:22:41 +0000 2017;;Madrid
neutral;FALSO;0;0;AVIACIÓN RYANAIR - Ryanair reconocerá a los sindicatos de pilotos para evitar huelgas https://t.co/1CI24kNWYC #fb;;Fri Dec 15 09:19:45 +0000 2017;;America/Barbados
neutral;VERDADERO;0;0;@geripichi @Iberia ?? No me cabe duda ??;;Sun Dec 17 15:03:23 +0000 2017;;
negative;VERDADERO;0;0;@juliamedinense @Iberia @scoobymedina De momento sigue en el refugio. Así lleva dos semanas. Todo por RT. Si a… https://t.co/VqsTsFEVDy;;Thu Dec 14 18:48:57 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@Iberia Podria seguirme y continuar por DM?;;Tue Nov 28 15:12:54 +0000 2017;;Atlantic Time (Canada)
neutral;FALSO;0;0;Feliz Año 2018, desde #CATURANZ Cámara de Turismo Estado Anzoategui, (institución gremial, no gubernamental)… https://t.co/hPoIedHa7A;;Sat Dec 30 19:27:25 +0000 2017;;Caracas
negative;FALSO;0;0;Amigos de @Iberia menudos impresentables, despues de un dia volando,vuelvo a casa por #navidad y me perdeis la… https://t.co/39eIqf7uzE;;Sun Dec 24 10:56:38 +0000 2017;;Pacific Time (US & Canada)
negative;VERDADERO;0;0;@Iberia La maleta sigue sin aparecer y ya han pasado 48 horas. Esto no es normal. Necesito mis cosas. Decidme con q… https://t.co/3R1UtfSTPj;;Thu Dec 28 19:44:46 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@dfc6f3b05304482 @Iberia Vi ese A346 en la vertical del Nine!;;Wed Oct 25 23:51:09 +0000 2017;;
negative;FALSO;0;0;Tripulantes De Cabina Sin Experiencia- Ryanair Cuenca https://t.co/Fyq2NYoOC4;;Wed Dec 13 18:50:58 +0000 2017;;Madrid
negative;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/Ttwo532lVc;;Fri Dec 01 22:11:09 +0000 2017;;Eastern Time (US & Canada)
negative;VERDADERO;0;0;@DianitaJVN @Iberia @SamsungEspana Si no eres una influencer de internet de esas, no te toca nada. Los de el vuelo… https://t.co/Mgj9HASUDd;;Tue Oct 31 08:14:45 +0000 2017;;
positive;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/A1OkpSzOUg;;Thu Nov 16 20:27:28 +0000 2017;;Buenos Aires
neutral;FALSO;0;0;#Marketing Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año, nuevos proyectos. E… https://t.co/IvEClndFwP;;Mon Jan 01 17:15:51 +0000 2018;;
positive;FALSO;0;0;#BlackFriday: #Ryanair oferta vuelos a 51 ciudades desde 10 euros para volar entre diciembre y abril desde Alicante… https://t.co/FPhb1SUe4D;;Thu Nov 23 12:36:03 +0000 2017;;Amsterdam
negative;FALSO;0;0;cuenta la leyenda que un avión de ryanair salió sin retraso;;Sat Dec 30 15:24:15 +0000 2017;;Pacific Time (US & Canada)
negative;VERDADERO;0;0;@Iberia @Iberia yo entiendo a los empleados,pero también hay que entender a los que llevamos 3horas38minutos de pie en la cola ??;;Wed Jan 03 15:39:08 +0000 2018;;
negative;FALSO;0;0;"? ¡SEGUNDO TIEMPO! #Cobresal 2-0 #Iberia

#PrimeraB";;Sun Nov 05 21:07:37 +0000 2017;;Santiago
neutral;FALSO;0;0;Ryanair me da la vida dándome pasillo pal jueves??;;Tue Dec 19 21:29:49 +0000 2017;;London
negative;FALSO;0;0;Creeis que @Iberia le pagará los arreglos de la bici a @ivan_cortina  ???? Creo que no https://t.co/xf5zdcu0SQ;;Mon Jan 01 16:06:44 +0000 2018;;
neutral;VERDADERO;0;0;@vueling se pueden fusionar los avios de vueling con los de iberia?;;Thu Oct 26 12:59:07 +0000 2017;;Madrid
negative;FALSO;0;0;Sí, hoy, 15 de diciembre de 2017, siglo XXI, Ryanair acepta los sindicatos... Los pilotos ganan: Ryanair acepta que… https://t.co/3khjC76xz1;;Fri Dec 15 11:02:14 +0000 2017;;Greenland
positive;FALSO;0;0;Me ha gustado un vídeo de @YouTube (https://t.co/NudIfT3Lmd - Ryanair VS Emirates).;;Sat Dec 16 01:27:21 +0000 2017;;Mexico City
negative;VERDADERO;0;0;@jmdeza1 @Iberia @flywithlevelES @spottersbcnprat @AsoBlackSheep Para un vuelo puntual verdad?? O tenemos que acost… https://t.co/v2S1NCQHSu;;Sat Dec 30 15:51:46 +0000 2017;;
negative;FALSO;0;0;Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/RVknNaM9YE;;Tue Dec 26 23:02:17 +0000 2017;;Buenos Aires
negative;FALSO;0;0;Ryanair, métete tus recordatorios del check-in por donde te quepan porque no pienso coger ese vuelo -agita el puño-;;Tue Nov 07 11:38:01 +0000 2017;;Amsterdam
negative;VERDADERO;0;0;@Iberia es de las pocas compañías que no entiende el valor del tiempo de una persona. Es vergonzoso su trato al via… https://t.co/T5IHEgivVD;;Wed Nov 15 18:27:31 +0000 2017;;Madrid
negative;VERDADERO;0;0;@Iberia @aena Son todas las maletas, en todos los enlaces. Y fueron 3. Rectificar vuestra política de operación. No… https://t.co/0PoBjq8Wh9;;Mon Dec 18 10:56:48 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@Iberia rindió homenaje a los damnificados del huracán María en Puerto Riuco en la exposición que Iberia ha organiz… https://t.co/GAoklPI4Fv;;Tue Dec 05 13:50:05 +0000 2017;;
negative;FALSO;0;0;De esto que la cola de check-in de Ryanair es más rápida que la de Air France #estapasando #vuelveacasavuelvepornavidad;;Sun Dec 24 04:40:35 +0000 2017;Manchester, England;London
negative;FALSO;0;0;Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/h0sUjkylPf;;Thu Dec 21 17:05:31 +0000 2017;;Bogota
neutral;VERDADERO;0;0;@albersag @wicho @Iberia A mi me pasó con Vueling, pero avisaban de que kas tarifas eran incompatibles;;Sun Dec 03 19:25:01 +0000 2017;;Madrid
positive;FALSO;0;0;En @elconfidencial: Las 'low cost' (como EasyJet) bajan aún más los precios para salvar el 'efecto Cataluña' https://t.co/9F3EBicfGT;;Wed Dec 13 08:03:30 +0000 2017;;Europe/Madrid
negative;VERDADERO;0;0;@Iberia @Iberia Cualquiera entiende que el espacio es finito, lo que no se entiende es que el proceso de retirar el… https://t.co/cjhepBWwFK;;Sat Dec 02 14:01:36 +0000 2017;;Pacific Time (US & Canada)
neutral;VERDADERO;0;0;@vueling Podéis informarme en que nos afecta la huelga de @Iberia en el Prat a mi vuelo del 21-12-2017? Gracias!!;;Mon Dec 18 09:33:33 +0000 2017;;Pacific Time (US & Canada)
negative;VERDADERO;0;0;@cbellolio @Iberia No se puede desentender, por reglamentación internacional, último transportador es responsable,… https://t.co/Y6WHWLSB8Z;;Sat Dec 02 13:46:18 +0000 2017;;Santiago
positive;FALSO;0;0;Iberia tendrá nuevas conexiones en 2018 desde el aeropuerto de Madrid hacia Managua y San Francisco… https://t.co/DBAPndDREN;;Thu Nov 23 08:37:18 +0000 2017;;Madrid
neutral;FALSO;0;0;"Hola nueva Iberia https://t.co/XGfavAS4cY
#FincasParaAlquilar #FincasDeTurismo #PaquetesTuristicos #CasasCampestres 
Tel: 3228328-3213024788";;Thu Nov 16 19:31:33 +0000 2017;;
negative;FALSO;0;0;No son los únicos. Cc @SESSIGOB https://t.co/bgo5gDFWgG;;Sat Dec 23 17:27:02 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@AntonioBS84 @RubenSanchezTW @Iberia Hola Antonio, si quieres que te ayudemos a solucionar las dudas que puedas ten… https://t.co/2JUVHRGiiX;;Tue Nov 28 19:35:48 +0000 2017;;Madrid
positive;VERDADERO;0;0;@Iberia Gracias. Mis afectos desde RD. #Felicidades ??????????;;Sat Dec 23 04:02:26 +0000 2017;;Atlantic Time (Canada)
negative;FALSO;0;0;"Nadie en el Tercio sabía
Quién era aquel Legionario
Tan audaz y temerario
Q a la Legión se alistó
HUELGA GENERAL
TODA IBERIA

ORDEN IMPERIAL";;Thu Nov 02 19:14:34 +0000 2017;;
positive;FALSO;0;0;#Ryanair vuelo Madrid-Fuerreventura. Ya 1h. de retraso y.......;;Wed Dec 06 10:43:20 +0000 2017;;
neutral;VERDADERO;0;0;@leirl @iberia a qué precio están los vuelos a República Dominicana? Hay descuentos por volar desde una nueva república a otra?;;Fri Oct 27 15:10:26 +0000 2017;;
neutral;FALSO;0;0;RT: unionradionet :Ryanair reconocerá a los sindicatos de pilotos para evitar huelgas https://t.co/VgSXVgMmrX https://t.co/A6xkhchjE5;;Fri Dec 15 11:35:21 +0000 2017;;
negative;VERDADERO;0;0;@GonBernardos @tenorlasparri @oriolamat Las nuevas rutas dsd MAD deberían preocupar, mucho, a @Iberia y tmb… https://t.co/r5MbHDqmHy;;Sun Dec 17 10:06:19 +0000 2017;;Pacific Time (US & Canada)
positive;VERDADERO;0;0;@PikerPilot Que suerte van a tener algunos amigos míos que acaban de entrar en @Iberia de poder compartir cabina contigo!!!;;Fri Nov 24 17:56:43 +0000 2017;;
negative;VERDADERO;0;0;@Iberia Hola! hace una semana que puse una reclamación porque me han cobrado dos veces unos billetes y todavía no m… https://t.co/o9Yxota4cm;;Mon Dec 04 15:34:25 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@Iberia Parece que hay un problema con el buscador de la web, no funciona y lo he intentado desde Firefox y Chrome.… https://t.co/z2xVa1f2FX;;Mon Dec 18 17:30:26 +0000 2017;;Madrid
neutral;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/snad0E3xWA;;Fri Nov 17 19:17:01 +0000 2017;;Buenos Aires
negative;FALSO;0;0;Las nuevas máquinas de facturación de @iberia en el #puenteaereo entran en un bucle lógico: te piden que escanees l… https://t.co/mdEsLiLBih;;Sun Dec 31 06:47:36 +0000 2017;el Prat de Llobregat, Espanya;Madrid
positive;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/FpcWEJ3jOx;;Thu Nov 23 03:23:55 +0000 2017;;
negative;VERDADERO;0;0;"@SirChandlerBlog ejem, ejem........web Iberia... LEVEL Francia...... de nada.... ;-) https://t.co/9Q3wfeYxZL";;Tue Dec 19 13:20:42 +0000 2017;;
negative;VERDADERO;0;0;@Iberia y vergonzoso que después de que hoy hubiesen negociaciones entre sindicato e Iberia, lo sigan negando. Al f… https://t.co/XwNpYV53Tp;;Mon Dec 18 22:04:09 +0000 2017;;Amsterdam
positive;VERDADERO;0;0;@ktdeniss Iberia es cara porque es mejor calidad ???????;;Tue Dec 05 13:12:35 +0000 2017;;Quito
negative;FALSO;0;0;El último adiós al “padre” de Iberia de Los Ángeles https://t.co/kKht6KuPED;;Thu Dec 28 08:27:18 +0000 2017;Los Ángeles, Chile;
positive;FALSO;0;0;Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/2dLKiPRxQv;;Tue Dec 19 21:35:01 +0000 2017;;Buenos Aires
neutral;FALSO;0;0;"CHICOS ESTE MES EN RYANAIR HAY VUELOS QUE SALEN DESDE MADRID Y ALICANTE A UN MONTÓN DE SITIOS A 10 EUROS

RT PARA ALEGRAR EL DÍA ALGUIEN";;Mon Nov 06 14:53:30 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@SirChandlerBlog @Iberia Hola, consulta, como canjeo Avios por vuelos en LAN/LATAM? no encuentro la opción en Iberia ni en LAN/LATAM;;Fri Dec 15 01:07:11 +0000 2017;;Buenos Aires
negative;FALSO;0;0;Cuando hay temporal en Galicia y el expresso de Hogwarts es cancelado, ryanair ofrece vuelos low-cost para llegar a… https://t.co/uDJrHAmux9;;Tue Jan 02 20:41:51 +0000 2018;;Madrid
positive;FALSO;0;0;"Todos deberíamos tener una @vargas_ynes en nuestra vida, yo soy afortunado. Gracias por cuidar de cada detalle!
Es… https://t.co/k89OAEIR28";;Thu Dec 28 20:48:22 +0000 2017;;Midway Island
negative;FALSO;0;0;PILOTOS LE DICEN BASTA A RYANAIR Y PARAN EL VIERNES - aviacionenargentina https://t.co/1pg8gMSndB https://t.co/hpZEmO3u5O;;Tue Dec 12 19:45:32 +0000 2017;;
neutral;VERDADERO;0;0;@Iberia Pues si esto no es confirmar... https://t.co/ZtSU4KYjXr;;Sun Nov 26 15:29:59 +0000 2017;;London
negative;VERDADERO;0;0;@Iberia Por eso puse el tuit, ellos andaban igual de despistados que los pasajeros. Pudimos bajar una hora después… https://t.co/R11WRBgqki;;Mon Nov 20 15:18:24 +0000 2017;;
negative;VERDADERO;0;0;@Iberia @SupermanlopezN Basura su servicio. A volar a Europa por Avianca. Y es Señor Miguel Angel.;;Fri Dec 22 18:58:51 +0000 2017;;Eastern Time (US & Canada)
negative;VERDADERO;0;0;@bee_rchtt @Iberia @iberiaexpress Lo de Iberia Express es como lo de abre fácil, no? ???????? 4horas...;;Wed Jan 03 15:29:02 +0000 2018;;Amsterdam
negative;VERDADERO;0;0;@Iberia @tuexperto @SamsungEspana @CelestinoGR Tongo;;Wed Oct 25 15:25:05 +0000 2017;;
negative;VERDADERO;0;0;@Iberia  Estimados:  estoy intentando hacer el check-in online para un vuelo Madrid-Buenos Aires este jueves.  Viaj… https://t.co/WG4ni6GbVD;;Tue Nov 28 20:32:04 +0000 2017;;
negative;VERDADERO;0;0;@Iberia @SamsungEspana Joder......que potra;;Mon Oct 30 21:56:15 +0000 2017;;
negative;FALSO;0;0;Apreciados señores de @Iberia: llevo 2 meses intentando actualizar mi perfil de Iberia Plus para poner como prefere… https://t.co/dHF9l5QZAo;;Thu Nov 23 21:19:41 +0000 2017;;Lisbon
negative;VERDADERO;0;0;@Ryanair A las 17:40h, que era la hora inicial del vuelo (que no sé para que mierdas adelantan) seguíamos en la fil… https://t.co/zvFwfSgUeB;;Wed Dec 13 19:49:56 +0000 2017;;Amsterdam
positive;VERDADERO;0;0;@Ryanair Fuerteventura ??;;Thu Nov 30 14:17:37 +0000 2017;;Pacific Time (US & Canada)
neutral;VERDADERO;0;0;@anukab_98 @19criis_ Consultaremos al oráculo de Ryanair!;;Tue Jan 02 12:50:17 +0000 2018;;Madrid
negative;FALSO;0;0;Vivo con el miedo que Ryanair me cancelen los vuelos...  Que poquito me fio de ellos;;Sun Dec 17 11:56:25 +0000 2017;;Greenland
neutral;VERDADERO;0;0;@Ryanair @fomentogob @consumidores no hay prioridad para los niños en los embarque en Barcelona? 3r mundo?;;Fri Nov 17 11:58:45 +0000 2017;El Prat de Llobregat, España;
neutral;VERDADERO;0;0;@Iberia sabemos si se cancela este vuelo?? Gracias! https://t.co/YTxlmAl8Dj;;Thu Dec 28 07:10:01 +0000 2017;;Madrid
neutral;FALSO;0;0;Los trabajadores de Iberia en el Aeropuerto de #ElPrat convocan huelga. Hoy en @LaVanguardia https://t.co/KyC8sOWmfc;;Tue Dec 12 14:41:31 +0000 2017;Molins de Rei, España;Madrid
neutral;FALSO;0;0;Japón Directo, vuelo con IBERIA a Tokyo, 10 días desde 2.990€ Tax Incl. https://t.co/DTmUTJZT96;;Fri Nov 24 14:54:37 +0000 2017;;
negative;VERDADERO;0;0;@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/TXtqJ1hFDz;;Wed Dec 13 21:29:21 +0000 2017;;
negative;VERDADERO;0;0;@flywithlevelES @Iberia Problemas informáticos de @flywithlevelES @Iberia que no debe pagar el cliente;;Thu Dec 14 14:00:21 +0000 2017;;
negative;FALSO;0;0;#20 VBLOG VIAJAMOS A LONDRES SKY GARDEN Y NOS CANCELAN EL VUELO RYANAIR: https://t.co/XvjHHHx4jl vía @YouTube;;Sun Nov 05 00:49:11 +0000 2017;;Madrid
negative;VERDADERO;0;0;@iberia imposible indicar el tipo de documento de id. cuando se hace una reserva vía web desde un iPhone para el descuento de residente;;Thu Nov 09 09:41:16 +0000 2017;;Madrid
negative;FALSO;0;0;Ya me joderia ser @Iberia y perder la maleta de @jonkortajarena sabiendo que @lavecinarubia está de camino con chicles para los responsables;;Thu Nov 02 14:45:25 +0000 2017;;Madrid
negative;FALSO;0;0;To rayada estoy con vosotros @Ryanair;;Thu Nov 23 22:34:26 +0000 2017;;Amsterdam
negative;VERDADERO;0;0;@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/VQHId6kIkI;;Wed Dec 13 21:28:34 +0000 2017;;
negative;VERDADERO;0;0;@Iberia hola, necesito urgentemente hablar con ustedes.;;Sun Dec 24 20:27:29 +0000 2017;;
negative;FALSO;0;0;Con #Ryanair no hay límites!! https://t.co/nF1gjFaV4Y;;Tue Nov 21 22:12:18 +0000 2017;;Greenland
negative;FALSO;0;0;venezuelaaldia: Pilotos de Ryanair en Irlanda, Italia y Alemania convocan huelgas https://t.co/Mugtu4tMhb;;Tue Dec 12 15:27:28 +0000 2017;;Pacific Time (US & Canada)
neutral;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor preci… https://t.co/RDMA89DLMq;;Thu Nov 16 16:30:19 +0000 2017;;Buenos Aires
neutral;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fCDKoxax1s;;Thu Nov 23 10:19:11 +0000 2017;;
negative;VERDADERO;0;0;@Iberia @pili_molina Pues nada, que nos enteraremos en el aeropuerto cuando nos quedemos en tierra...;;Sat Dec 16 17:57:53 +0000 2017;;Madrid
neutral;FALSO;0;0;Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/FKxE14uRrl;;Tue Nov 28 17:30:30 +0000 2017;;Central Time (US & Canada)
neutral;VERDADERO;0;0;@Mimundoenunamal @Madaboutravel @Iberia También puedes hacer un trueque con alguien que viaje en solitario. Siempre hay almas caritativas.;;Tue Dec 05 15:40:04 +0000 2017;;Greenland
negative;VERDADERO;0;0;@aena @Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COM… https://t.co/jU8OP9FIW2;;Wed Dec 13 21:29:08 +0000 2017;;
neutral;VERDADERO;0;0;@controladores @PSOE @pepeblancoEP Estoy de acuerdo que es mejor, pero creo que no necesario, es como entrar en Ibe… https://t.co/OmlpPQqeXS;;Fri Nov 03 13:30:34 +0000 2017;;Madrid
neutral;FALSO;0;0;Norwegian desafía a Iberia: lanza vuelos de Madrid a EEUU y prepara ya el asalto a Latinoamérica. Por davidpagep… https://t.co/aaomxR7RHl;;Fri Dec 15 08:48:05 +0000 2017;;
positive;FALSO;0;0;Lufthansa se alza con el liderazgo de pasajeros en Europa y desbanca a Ryanair | Noticias de Aerolíneas | Revista d… https://t.co/TCFhxKaoVV;;Sun Nov 26 11:53:23 +0000 2017;;Amsterdam
positive;FALSO;0;0;Con esta pedazo de azafata en @Iberia se vuela muchísimo mejor . . . https://t.co/MTRv7T4Cj4;;Fri Dec 01 14:44:25 +0000 2017;;Hawaii
neutral;VERDADERO;0;0;@miquelroig Pues nada volvemos a comprar Spanair ??;;Wed Nov 22 13:31:22 +0000 2017;;Madrid
neutral;FALSO;0;0;"Volando voy, volando vengo.
Boeing 737-800 Ryanair 
Nuevecito. https://t.co/SDlxuqYszM";;Wed Nov 15 15:40:33 +0000 2017;;
negative;FALSO;0;0;2017 y para Ryanair seguimos siendo La mujeres las que cambiamos pañales..... https://t.co/23fVc2QeTc;;Wed Nov 15 15:47:51 +0000 2017;;
positive;VERDADERO;0;0;@Iberia Ahora mismo os mando DM, Gracias!;;Tue Dec 26 11:28:27 +0000 2017;;Madrid
neutral;VERDADERO;0;0;"@kuxuslb @manuroque21 Realmente no es de Iberia, es de IAG a quien pertenecen Iberia, British Airways y Vueling.
En… https://t.co/UJNo0Ia3oK";;Thu Nov 16 08:28:54 +0000 2017;;
positive;VERDADERO;0;0;@Iberia @SachaAzcona Enhorabuena por esta acción :);;Mon Jan 08 12:11:05 +0000 2018;Praga, República Checa;Madrid
neutral;FALSO;0;0;Cantabria siempre húmeda • #travel #ryanair #aeropuerto #seveballesteros #boeing737 #santander… https://t.co/ggtcFfAhYT;[43.42319443, -3.82403537];Sat Nov 04 23:23:50 +0000 2017;Camargo, España;Madrid
neutral;FALSO;0;0;"""Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid"" https://t.co/6VaQnGtVnn";;Fri Nov 17 14:13:18 +0000 2017;;Madrid
positive;FALSO;0;0;Lufthansa supera a Ryanair en liderazgo de pasajeros en Europa https://t.co/ViI2aVGHsp vía @tec_aviation;;Tue Nov 28 15:45:19 +0000 2017;;Caracas
negative;VERDADERO;0;0;@24HorasTVN Enchufate huevon dedcendio IBERIA;;Mon Nov 13 10:07:12 +0000 2017;;
negative;VERDADERO;0;0;@Iberia Buenas tardes, es posible que el servicio IB Plus Oro te tenga más de 15 minutos en espera para una consult… https://t.co/KPUijhhWGX;;Mon Dec 18 18:01:17 +0000 2017;;Madrid
neutral;VERDADERO;0;0;@SrSerpiente1 Es lo que tiene viajar con Iberia okno;;Thu Dec 28 09:42:31 +0000 2017;;
negative;VERDADERO;0;0;@Amalia_Enriquez @Iberia ¡Vamos a morir todos!;;Tue Nov 28 21:49:18 +0000 2017;;Lisbon
negative;VERDADERO;0;0;@Iberia y ahora slot de 10 minutos.... #verguenza #indemnizacion #mepasoalave #vivaelave @Renfe habéis ganado un nuevo pasajero;;Thu Oct 26 06:41:43 +0000 2017;;
negative;FALSO;0;0;Volotea quiere ofertar en Asturias los prácticamente mismos vuelos que tiene Ryanair en Cantabria. No entiendo por… https://t.co/00YQw1Bm6O;;Wed Nov 15 19:13:20 +0000 2017;;Hawaii
